price	isNew	rooms	floor	location	sqrMeters
249000.0	True	2	10	Grunwald	43
549000.0	True	3	2	Dąbrowskiego	106
290000.0	True	2	6	Piątkowo	49
442827.0	False	4	2	Starołęka	14
530000.0	True	3	0	Grunwald	63
279000.0	True	3	1	Plewiska	50
410000.0	True	2	5	Rataje	50
396000.0	True	3	1	Wilda	50
279000.0	True	2	1	Stare	60
399000.0	True	3	4	Piątkowo	16
329000.0	True	2	2	Jeżyce	45
270000.0	True	3	10	Grunwald	52
360000.0	True	2	0	Centrum	57
255000.0	True	3	2	Grunwald	20
395000.0	True	3	1	Grunwald	100
139000.0	True	2	0	Grunwald	49
320000.0	True	3	4	Winogrady	50
899000.0	True	4	0	Stare	100
237000.0	True	2	2	Dębiec	44
425000.0	True	3	1	Rataje	70
315000.0	True	2	0	Winogrady	53
485000.0	True	2	2	Centrum	55
365000.0	True	3	1	Żegrze	88
345000.0	True	3	1	Winogrady	17
319000.0	True	3	3	Rataje	50
265000.0	True	2	0	Dębiec	50
978000.0	True	4	5	Centrum	106
489000.0	True	2	5	Centrum	53
382280.0	True	3	3	Centrum	80
267900.0	True	2	6	Winogrady	30
259000.0	True	2	3	Łazarz	47
280000.0	True	2	4	Rataje	63
250000.0	True	4	1	Wilda	31
340000.0	True	2	2	Naramowice	16
160000.0	True	2	0	Podolany	27
390000.0	True	2	0	Centrum	60
469000.0	True	2	1	Winogrady	30
429000.0	True	3	4	Dębiec	50
270000.0	True	2	2	Naramowice	52
330000.0	True	3	0	Jeżyce	78
279000.0	True	2	1	Stare	60
289000.0	True	2	6	Jeżyce	49
449000.0	True	4	1	Górczyn	90
499000.0	True	4	4	Stare	85
270000.0	True	2	16	Rataje	49
295000.0	True	2	0	Stare	44
210000.0	True	2	2	Dębiec	40
519000.0	True	3	1	Rataje	50
490000.0	True	4	0	Naramowice	40
300000.0	True	2	1	Stare	23
325000.0	True	3	4	Jeżyce	30
238000.0	True	2	13	Rataje	49
329000.0	True	3	1	Piątkowo	63
270000.0	True	2	0	Piątkowo	43
395000.0	True	3	0	Grunwald	70
330000.0	True	2	1	Jeżyce	50
439000.0	True	4	2	Grunwald	89
259500.0	True	2	0	Grunwald	55
355000.0	True	2	4	Jeżyce	56
282000.0	True	2	1	Jeżyce	38
335000.0	True	2	2	Górczyn	52
375000.0	True	2	1	Grunwald	51
399000.0	True	3	4	Stare	70
474000.0	False	4	0	Plewiska	30
309000.0	True	2	0	Grunwald	55
379000.0	True	3	0	Rataje	57
399000.0	True	3	1	Nowe	62
570000.0	True	3	5	Grunwald	60
105000.0	True	2	3	Nowe	50
296000.0	True	3	6	Dębiec	63
326000.0	True	2	1	Winiary	39
1725000.0	True	3	0	Stare	136
350550.0	True	3	4	Stare	50
252000.0	True	2	12	Winogrady	47
368000.0	True	2	2	Wilda	67
549000.0	True	3	3	Grunwald	60
409000.0	True	3	1	Rataje	90
362000.0	True	2	1	Centrum	50
250000.0	True	3	2	Nowe	80
399900.0	True	4	2	Nowe	66
429000.0	True	3	4	Wilda	60
370000.0	True	2	0	Górczyn	65
274000.0	True	2	1	Górczyn	13
239000.0	True	2	3	Piątkowo	59
259000.0	True	2	2	Rataje	90
246330.0	True	2	0	Wilda	55
289000.0	True	3	4	Winogrady	48
100000.0	True	3	4	Stare	70
270000.0	True	2	2	Sołacz	60
430000.0	True	2	3	Grunwald	70
355000.0	True	2	0	Podolany	93
287000.0	True	2	11	Winogrady	47
1200000.0	False	5	0	Starołęka	193
305000.0	True	3	3	Winogrady	48
329000.0	True	3	3	Piątkowo	60
315000.0	True	3	0	Piątkowo	63
267705.0	True	2	2	Grunwald	45
247707.0	True	2	1	Jeżyce	50
388750.0	True	4	5	Winogrady	65
371931.0	True	4	4	Jeżyce	57
232408.0	True	2	0	Stare	38
247708.0	True	2	1	Jeżyce	50
242731.0	True	2	0	Jeżyce	50
247710.0	True	2	1	Jeżyce	50
339200.0	True	3	1	Jeżyce	53
349100.0	True	4	0	Rataje	85
296277.0	True	3	1	Stare	49
333694.0	True	3	1	Jeżyce	68
250000.0	True	2	0	Naramowice	40
200000.0	True	2	0	Rataje	30
470000.0	True	4	2	Sołacz	87
370000.0	True	4	4	Piątkowo	76
315000.0	True	3	0	Piątkowo	60
287000.0	True	2	10	Winogrady	80
230000.0	True	2	3	Nowe	47
900000.0	True	3	3	Centrum	120
399000.0	True	3	4	Piątkowo	16
250000.0	True	2	6	Sołacz	71
318000.0	True	2	4	Piątkowo	20
269000.0	True	2	9	Rataje	49
239592.0	True	2	5	Grunwald	59
307881.0	True	3	0	Grunwald	16
319055.0	True	3	3	Grunwald	21
267702.0	True	2	2	Grunwald	22
299000.0	True	3	2	Dębiec	70
435000.0	True	3	0	Stare	25
690000.0	True	2	0	Grunwald	60
204450.0	True	2	1	Nowe	33
228144.0	True	3	2	Nowe	56
285383.0	True	2	1	Winogrady	37
391729.0	True	3	2	Winogrady	21
330000.0	True	3	0	Jeżyce	78
269984.0	True	3	4	Winogrady	76
344141.0	True	2	8	Winogrady	47
318384.0	True	3	6	Jeżyce	24
249641.0	True	2	0	Jeżyce	54
177000.0	True	2	2	Dębiec	33
325000.0	True	2	2	Jeżyce	56
429000.0	True	3	4	Rataje	70
380000.0	True	3	3	Dolna	67
448995.0	True	2	3	Jeżyce	66
350000.0	True	2	3	Jeżyce	70
269000.0	True	2	2	Dolna	38
620000.0	True	3	1	Grunwald	96
275000.0	True	2	0	Łazarz	52
440000.0	True	2	0	Centrum	40
505877.0	False	2	5	Centrum	22
886860.0	False	3	5	Centrum	80
502136.0	False	2	5	Centrum	77
798966.0	False	2	5	Centrum	33
561663.0	False	3	4	Centrum	69
396248.0	False	2	4	Centrum	77
368019.0	False	2	4	Centrum	18
542141.0	False	3	4	Centrum	53
698508.0	False	4	4	Centrum	59
394787.0	False	2	4	Centrum	71
597184.0	False	3	4	Centrum	61
354177.0	False	2	3	Centrum	25
353537.0	False	2	3	Centrum	17
509468.0	False	3	3	Centrum	53
652026.0	False	4	3	Centrum	89
353457.0	False	2	3	Centrum	16
356818.0	False	2	3	Centrum	58
496573.0	False	3	2	Centrum	78
349668.0	False	2	2	Centrum	15
481903.0	False	3	2	Centrum	53
309978.0	False	2	2	Centrum	16
389528.0	False	2	2	Centrum	87
341776.0	False	2	2	Centrum	14
374216.0	False	2	2	Centrum	71
534523.0	False	3	2	Centrum	62
377418.0	False	2	1	Centrum	87
330255.0	False	2	1	Centrum	14
505032.0	False	3	1	Centrum	62
375000.0	True	4	0	Grunwald	67
375000.0	True	5	0	Grunwald	67
363000.0	True	3	2	Grunwald	73
495000.0	True	3	1	Grunwald	40
270000.0	True	3	1	Starołęka	30
365000.0	True	2	2	Grunwald	51
450000.0	True	4	1	Grunwald	113
190520.0	True	2	3	Nowe	30
228492.0	True	2	1	Nowe	93
169620.0	True	2	1	Nowe	55
145000.0	True	2	1	Nowe	54
270000.0	True	3	4	Rataje	48
370000.0	True	4	4	Piątkowo	76
289000.0	True	3	3	Grunwald	52
585000.0	True	3	4	Jeżyce	59
335000.0	True	3	7	Rataje	63
329000.0	True	3	3	Piątkowo	60
269000.0	True	2	0	Grunwald	46
298000.0	True	2	4	Wilda	45
398000.0	True	3	1	Grunwald	70
395000.0	True	4	0	Grunwald	60
389000.0	True	3	0	Wilda	96
429000.0	True	3	4	Wilda	47
715000.0	True	3	1	Wilda	95
460000.0	True	2	2	Centrum	56
555000.0	True	4	0	Stare	20
655000.0	True	3	4	Stare	60
188000.0	True	2	3	Stare	70
390000.0	True	2	0	Nowe	61
425000.0	True	2	9	Nowe	50
359400.0	True	3	1	Stare	72
497400.0	True	3	0	Wilda	48
604395.0	True	5	1	Wilda	31
330615.0	True	2	2	Stare	79
290970.0	True	2	0	Stare	60
283340.0	True	2	0	Stare	70
282880.0	True	2	3	Stare	20
339500.0	True	3	7	Nowe	80
850000.0	True	2	7	Stare	69
380000.0	True	4	6	Stare	90
800000.0	True	4	3	Stare	103
514000.0	True	4	1	Jeżyce	120
290000.0	True	2	1	Stare	42
640000.0	True	3	2	Stare	47
1140000.0	True	6	0	Stare	40
561000.0	True	2	4	Stare	50
400000.0	True	2	1	Świerczewo	60
220000.0	True	2	4	Grunwald	43
490000.0	True	3	1	Jeżyce	115
298000.0	True	2	4	Wilda	45
449000.0	True	2	3	Jeżyce	60
237000.0	True	2	2	Dębiec	44
480000.0	True	2	2	Garbary	56
298000.0	True	2	4	Wilda	37
255000.0	True	2	3	Wilda	52
480000.0	True	3	0	Stare	30
451000.0	True	3	2	Wilda	30
370000.0	True	3	4	Stare	84
529000.0	True	3	3	Centrum	108
360000.0	True	4	0	Grunwald	66
419000.0	True	4	0	Kopernika	60
350000.0	True	2	0	Stare	50
348000.0	True	3	9	Rataje	65
525000.0	True	4	3	Nowe	88
450000.0	True	6	4	Wilda	90
449000.0	True	4	2	Grunwald	90
420000.0	True	3	0	Winogrady	58
360000.0	True	3	3	Stare	63
1000000.0	True	4	1	Centrum	103
649400.0	False	3	4	Rataje	50
311570.0	False	2	4	Rataje	51
383928.0	False	3	3	Rataje	46
309741.0	False	2	3	Rataje	89
359000.0	True	2	0	Grunwald	46
295734.0	False	2	3	Rataje	86
384540.0	False	3	3	Rataje	55
480000.0	True	3	1	Grunwald	40
380091.0	False	3	2	Rataje	73
293352.0	False	2	1	Rataje	14
307156.0	False	2	1	Rataje	17
293352.0	False	2	1	Rataje	14
535000.0	True	2	3	Łazarz	59
375606.0	False	3	1	Rataje	91
293488.0	False	3	0	Rataje	94
307428.0	False	2	0	Rataje	21
293488.0	False	2	0	Rataje	16
375408.0	False	3	0	Rataje	88
299000.0	True	2	0	Piątkowo	47
243828.0	False	2	4	Podolany	68
348835.0	False	3	3	Podolany	63
256171.0	False	2	3	Podolany	79
298116.0	False	2	3	Podolany	96
306247.0	False	2	3	Podolany	35
337602.0	False	3	3	Podolany	71
244647.0	False	2	3	Podolany	82
641000.0	True	3	3	Łazarz	75
277000.0	True	2	10	Nowe	80
549000.0	True	4	0	Piątkowo	115
499000.0	True	3	1	Suchy	95
539000.0	True	4	2	Jeżyce	110
450000.0	True	2	2	Grunwald	70
242000.0	True	2	1	Grunwald	52
310000.0	True	3	4	Jeżyce	50
259000.0	True	2	3	Winogrady	40
475000.0	True	3	4	Wilda	66
120000.0	True	3	3	Grunwald	35
270000.0	True	3	4	Rataje	48
1850000.0	True	5	1	Grunwald	196
350000.0	True	4	4	Grunwald	50
280000.0	True	4	4	Grunwald	40
490000.0	True	4	4	Grunwald	70
495000.0	True	3	1	Naramowice	70
545000.0	True	3	0	Rataje	71
310000.0	True	3	10	Rataje	80
215000.0	True	2	0	Wilda	36
295000.0	True	2	4	Garbary	33
200000.0	True	2	8	Dębiec	50
359900.0	True	4	4	Rataje	74
320000.0	True	3	3	Jeżyce	70
300000.0	True	2	1	Naramowice	23
535000.0	True	4	2	Wilda	120
620000.0	True	3	2	Naramowice	60
597000.0	True	3	0	Naramowice	60
399000.0	True	3	0	Winogrady	62
390000.0	True	3	0	Grunwald	75
310000.0	True	2	1	Rataje	30
365000.0	True	3	1	Rataje	88
382000.0	True	3	3	Centrum	30
299000.0	True	2	2	Sołacz	58
299000.0	True	2	2	Sołacz	58
499000.0	True	3	1	Grunwald	64
549000.0	True	3	2	Jeżyce	106
549000.0	True	3	2	Jeżyce	106
413000.0	True	3	3	Łazarz	46
259000.0	True	2	1	Jeżyce	47
949000.0	True	3	4	Śródka	98
949000.0	True	3	4	Śródka	98
270000.0	True	3	4	Rataje	48
348000.0	True	3	9	Nowe	65
260000.0	True	2	0	Ławica	60
370000.0	True	4	4	Stare	60
399000.0	True	3	4	Stare	16
369000.0	True	4	3	Grunwald	74
224000.0	True	2	0	Łazarz	50
260000.0	True	3	4	Grunwald	49
315000.0	True	3	0	Piątkowo	60
379999.0	True	3	3	Wilda	67
350000.0	True	2	1	Rataje	63
270000.0	True	2	4	Grunwald	38
439000.0	True	4	2	Łazarz	92
519000.0	True	3	1	Rataje	50
290000.0	True	2	2	Dębiec	66
326000.0	True	2	4	Łazarz	80
240000.0	True	2	3	Grunwald	42
389000.0	True	3	0	Wilda	67
420000.0	True	3	2	Dębiec	91
279000.0	True	2	1	Naramowice	51
220000.0	True	2	4	Grunwald	43
465360.0	True	2	2	Grunwald	17
777280.0	True	3	3	Grunwald	16
1000000.0	True	4	1	Stare	146
350000.0	True	2	3	Rataje	50
469000.0	True	4	2	Jeżyce	87
253498.0	True	2	5	Jeżyce	38
334752.0	True	3	3	Jeżyce	51
374792.0	True	4	5	Jeżyce	57
329000.0	True	3	4	Rataje	63
349668.0	False	2	2	Stare	15
297420.0	False	2	3	Grunwald	24
297420.0	False	2	3	Grunwald	24
220000.0	True	2	1	Jeżyce	60
399000.0	True	3	1	Sołacz	66
488000.0	True	3	3	Grunwald	70
220000.0	True	2	4	Grunwald	43
390000.0	True	3	2	Podolany	68
299000.0	True	2	0	Wilda	52
234000.0	True	2	0	Wilda	37
375000.0	True	3	2	Wilda	90
820000.0	True	4	0	Centrum	163
320000.0	True	3	4	Winogrady	50
420000.0	False	4	0	Grunwald	82
495000.0	True	4	1	Stare	98
279000.0	True	2	1	Stare	52
620000.0	True	3	1	Stare	99
329000.0	True	2	1	Stare	54
699000.0	True	3	2	Stare	92
487000.0	True	3	0	Stare	73
375000.0	True	3	0	Naramowice	69
269000.0	True	2	9	Rataje	49
220000.0	True	2	4	Grunwald	43
230000.0	True	2	1	Dębiec	38
435000.0	True	2	0	Górczyn	60
390000.0	True	3	2	Podolany	68
446240.0	True	2	1	Grunwald	78
390000.0	True	3	2	Podolany	68
619000.0	True	3	2	Winogrady	100
240000.0	True	2	3	Dębiec	50
270000.0	True	3	4	Rataje	48
244968.0	True	2	0	Stare	42
285679.0	True	2	4	Winogrady	48
260000.0	True	2	6	Winiary	70
585000.0	True	4	1	Piątkowo	100
329000.0	True	3	1	Piątkowo	63
269000.0	True	2	0	Naramowice	46
348000.0	True	3	9	Rataje	65
270000.0	True	3	4	Rataje	48
359605.0	True	3	5	Grunwald	58
375529.0	False	2	3	Stare	71
247705.0	False	2	1	Podolany	74
247705.0	False	2	1	Piątkowo	74
156085.0	False	2	4	Głuszyna	45
411684.0	False	3	3	Winogrady	17
349000.0	False	4	0	Szczepankowo	29
277823.0	False	2	2	Podolany	70
249733.0	False	2	0	Ogrody	54
424377.0	False	4	2	Starołęka	14
282944.0	False	2	0	Starołęka	59
460499.0	False	3	1	Stare	51
270000.0	True	3	0	Grunwald	48
350000.0	True	4	1	Wilda	80
350000.0	True	4	4	Winogrady	90
323000.0	True	4	0	Winogrady	56
649000.0	True	4	4	Centrum	109
341704.0	True	3	8	Grunwald	56
297421.0	True	2	3	Grunwald	50
245832.0	True	2	2	Grunwald	40
285384.0	True	2	4	Winogrady	48
240000.0	True	2	1	Wilda	40
345865.0	True	3	2	Jeżyce	21
261000.0	True	2	2	Jeżyce	57
400000.0	True	3	2	Jeżyce	74
400000.0	True	2	2	Jeżyce	74
348000.0	True	3	9	Rataje	65
369000.0	True	2	2	Grunwald	51
339000.0	True	3	0	Rataje	63
250000.0	True	2	4	Rataje	23
245000.0	True	2	4	Rataje	44
240000.0	True	2	2	Dębiec	48
262000.0	True	2	4	Grunwald	60
395000.0	True	4	1	Smochowice	69
313000.0	True	2	4	Piątkowo	50
409000.0	True	3	1	Malta	90
599000.0	True	3	3	Grunwald	83
289000.0	True	2	2	Jeżyce	42
390000.0	True	3	3	Naramowice	48
313000.0	True	2	4	Piątkowo	49
375000.0	True	4	2	Centrum	72
350000.0	True	3	1	Naramowice	51
304140.0	False	3	5	Winogrady	18
353275.0	False	2	14	Grunwald	74
244071.0	False	2	1	Nowe	93
348000.0	True	3	9	Rataje	65
320000.0	True	3	4	Winogrady	53
348000.0	True	3	9	Rataje	65
348000.0	True	3	9	Rataje	65
230000.0	True	2	1	Dębiec	37
238000.0	True	2	2	Grunwald	37
392000.0	True	4	0	Piątkowo	74
380000.0	True	4	2	Piątkowo	74
329000.0	True	2	4	Górczyn	20
347000.0	True	3	1	Naramowice	47
259900.0	True	2	6	Winogrady	38
590000.0	True	5	3	Piątkowo	125
320000.0	True	2	1	Naramowice	53
432000.0	True	2	5	Centrum	40
435000.0	True	3	1	Piątkowo	84
389000.0	True	2	1	Podolany	46
799999.0	True	3	1	Sołacz	90
310000.0	True	3	3	Piątkowo	60
260000.0	True	3	0	Jeżyce	74
266000.0	True	2	2	Piątkowo	49
316498.0	True	2	2	Stare	77
519000.0	True	3	1	Rataje	50
442150.0	True	2	2	Stare	75
395000.0	True	3	2	Centrum	74
599000.0	True	2	1	Centrum	70
459000.0	True	2	1	Centrum	48
339000.0	True	3	1	Winogrady	51
375000.0	True	3	2	Jeżyce	50
289000.0	True	2	4	Ogrody	41
230000.0	True	2	5	Winogrady	60
440000.0	True	2	4	Centrum	55
599000.0	True	3	2	Centrum	80
343200.0	True	3	4	Winogrady	52
385000.0	True	2	1	Centrum	60
300000.0	True	3	3	Centrum	88
529000.0	True	4	4	Centrum	85
349000.0	True	3	3	Wilda	82
405000.0	True	4	2	Nowe	71
355000.0	True	2	4	Jeżyce	89
235000.0	True	2	0	Górczyn	50
495000.0	True	4	1	Grunwald	64
285000.0	True	2	3	Wilda	60
385000.0	True	3	4	Łazarz	82
379999.0	True	3	3	Wilda	67
370000.0	True	2	13	Rataje	67
450000.0	True	3	0	Naramowice	71
479000.0	True	3	3	Górczyn	70
439000.0	True	4	2	Łazarz	40
385000.0	True	3	0	Łazarz	80
550000.0	True	4	1	Łazarz	50
260000.0	True	3	4	Grunwald	47
755000.0	True	4	2	Łazarz	90
319000.0	True	2	0	Górczyn	54
380000.0	True	3	1	Łazarz	30
530000.0	True	3	1	Piątkowo	76
900000.0	True	3	2	Grunwald	112
375000.0	True	3	8	Piątkowo	75
576500.0	True	2	5	Centrum	50
576500.0	True	2	5	Chwaliszewo	50
438503.0	True	3	2	Centrum	57
354454.0	False	2	3	Grunwald	17
489780.0	False	4	2	Górczyn	63
491520.0	False	4	1	Górczyn	92
273875.5	False	2	1	Grunwald	13
267000.0	True	2	2	Dębiec	35
260000.0	True	2	2	Piątkowo	90
587000.0	True	4	3	Łazarz	38
460000.0	True	3	1	Naramowice	110
695000.0	True	4	1	Rataje	70
506657.0	True	4	11	Grunwald	73
298250.0	True	2	5	Grunwald	38
